id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,67.5,no_of_special_requests,booking_status
21687,2,0,2,4,0,0,0,205,2018,5,29,1,0,0,0,88.83,0,0
21688,1,0,2,2,0,0,0,96,2018,4,16,1,0,0,0,181.8,0,0
21689,2,2,0,3,0,0,3,30,2018,9,1,1,0,0,0,90.0,1,0
21690,2,0,0,4,0,0,0,92,2018,11,1,0,0,0,0,85.0,0,0
21691,2,0,0,1,0,0,0,113,2018,4,22,1,0,0,0,118.8,0,1
21692,2,0,0,3,0,0,0,99,2018,10,8,1,0,0,0,90.0,1,0
21693,2,0,2,4,0,0,0,96,2018,5,8,0,0,0,0,94.5,0,1
21694,2,0,0,2,1,0,0,181,2018,8,16,1,0,0,0,159.3,1,1
21695,3,0,0,2,0,0,1,73,2018,6,16,1,0,0,0,150.45,1,0
21696,3,0,1,3,0,0,0,75,2018,5,9,1,0,0,0,85.0,0,1
21697,2,0,2,1,0,0,0,59,2017,10,29,0,0,0,0,99.45,0,0
21698,2,0,2,5,0,0,0,166,2018,7,5,1,0,0,0,110.0,1,0
21699,1,0,1,5,0,0,0,69,2018,6,12,0,0,0,0,89.25,0,1
21700,1,0,2,0,0,0,0,229,2018,9,25,1,0,0,0,206.0,2,0
21701,2,2,0,4,0,0,3,2,2018,6,29,1,0,0,0,92.31,0,1
21702,2,0,2,9,0,0,0,5,2018,12,16,1,0,0,0,121.55,0,0
21703,3,0,1,3,0,0,1,70,2018,4,4,1,0,0,0,106.92,2,0
21704,2,1,0,1,0,0,0,75,2018,10,11,1,0,0,0,105.3,1,0
21705,2,0,2,1,0,0,0,130,2018,5,22,1,0,0,0,98.5,1,0
21706,2,0,0,4,1,0,0,122,2018,8,17,1,0,0,0,80.0,0,0
21707,2,0,2,2,0,0,0,103,2018,5,4,0,0,0,0,95.0,0,0
21708,2,0,1,1,0,0,0,180,2018,5,2,0,0,0,0,80.75,0,1
21709,2,0,0,4,1,0,0,228,2018,8,30,1,0,0,0,115.0,1,0
21710,1,0,0,3,0,0,0,103,2018,5,19,0,0,0,0,157.0,0,0
21711,2,0,0,2,0,0,1,25,2018,5,31,1,0,0,0,127.8,2,0
21712,2,0,0,3,0,0,1,108,2018,7,5,1,0,0,0,168.3,2,0
21713,3,0,2,0,0,0,1,111,2018,9,10,1,0,0,0,110.0,0,1
21714,2,0,1,1,0,0,0,258,2018,10,16,0,0,0,0,65.8,0,1
21715,1,0,2,0,0,0,0,5,2018,1,20,0,0,0,0,65.75,0,0
21716,2,0,0,3,1,0,0,49,2018,3,8,1,0,0,0,128.7,1,0
21717,3,0,1,1,0,0,1,190,2018,10,29,1,0,0,0,65.0,2,1
21718,1,0,2,1,0,0,0,4,2018,10,13,2,1,3,33,79.0,0,0
21719,1,0,1,0,0,0,0,113,2018,7,25,2,0,0,0,129.7,0,1
21720,1,0,0,1,0,0,0,39,2018,9,21,1,0,0,0,103.5,0,1
21721,2,0,0,1,1,0,0,154,2018,7,6,1,0,0,0,240.0,1,0
21722,2,2,0,2,0,0,3,12,2018,10,11,1,0,0,0,72.25,2,0
21723,2,0,2,3,0,0,0,115,2017,10,24,0,0,0,0,75.0,1,0
21724,2,0,2,1,0,0,0,83,2018,12,11,0,0,0,0,90.0,0,0
21725,2,0,0,2,2,0,0,346,2018,9,13,0,0,0,0,120.34,0,1
21726,3,1,0,3,0,0,1,228,2018,10,28,1,0,0,0,72.75,1,0
21727,2,0,2,3,1,0,0,230,2018,8,29,1,0,0,0,130.0,1,0
21728,1,0,0,3,0,0,0,192,2018,6,24,0,0,0,0,175.08,0,0
21729,2,0,2,3,0,0,1,39,2018,9,10,1,0,0,0,106.25,4,0
21730,2,0,0,4,2,0,0,80,2018,10,5,0,0,0,0,64.46,0,0
21731,2,0,2,6,1,0,0,33,2018,2,23,1,0,0,0,121.5,0,1
21732,2,1,1,1,0,0,0,61,2018,7,26,1,0,0,0,122.0,2,1
21733,2,0,0,3,0,0,0,60,2017,12,29,0,0,0,0,82.45,0,0
21734,2,0,2,3,0,0,0,83,2018,7,12,0,0,0,0,0.0,0,0
21735,1,0,0,2,0,0,1,6,2017,12,23,1,0,0,0,159.3,1,0
21736,3,0,0,1,0,0,1,36,2018,5,20,1,0,0,0,0.0,0,1
21737,1,0,0,1,0,0,1,2,2018,5,2,4,0,0,0,94.5,3,0
21738,2,0,1,1,2,0,0,124,2017,8,10,1,0,0,0,96.3,0,1
21739,2,0,2,1,0,0,0,216,2018,8,27,1,0,0,0,86.0,1,0
21740,1,0,0,3,0,0,0,122,2018,4,9,0,0,0,0,110.0,0,0
21741,1,0,1,2,0,0,0,118,2018,7,6,0,0,0,0,80.75,0,0
21742,2,0,2,6,0,0,0,248,2018,12,27,1,0,0,0,133.0,0,1
21743,3,0,0,2,0,0,1,4,2018,2,22,1,0,0,0,100.0,0,1
21744,1,0,0,1,0,0,0,43,2017,10,13,0,0,0,0,106.89,0,0
21745,1,0,2,2,0,0,1,6,2018,11,27,1,0,0,0,74.8,1,0
21746,2,0,2,5,1,0,0,75,2018,12,2,1,0,0,0,118.2,1,1
21747,2,0,1,2,0,0,0,275,2018,9,5,1,0,0,0,99.9,2,1
21748,1,0,1,3,0,0,0,63,2018,4,12,1,0,0,0,80.0,1,0
21749,2,0,0,3,0,0,0,335,2018,10,13,0,0,0,0,72.25,0,1
21750,2,0,1,0,0,0,0,89,2017,11,27,1,0,0,0,159.0,2,0
21751,2,1,0,1,0,0,0,22,2018,10,5,1,0,0,0,58.0,2,0
21752,2,0,0,3,0,0,0,12,2017,12,5,0,0,0,0,115.0,0,0
21753,2,0,0,2,2,0,0,256,2018,6,15,1,0,0,0,67.0,1,0
21754,1,0,0,1,0,1,0,1,2018,10,13,2,1,1,1,112.5,0,0
21755,2,0,0,1,0,1,1,34,2018,2,27,1,0,0,0,105.3,1,0
21756,2,0,0,3,0,0,0,164,2018,8,3,1,0,0,0,87.0,0,1
21757,2,0,0,2,2,0,0,39,2017,8,14,0,0,0,0,73.0,0,0
21758,1,0,0,2,0,0,0,32,2018,11,18,0,0,0,0,112.5,0,0
21759,1,0,2,2,0,0,0,92,2018,8,10,1,0,0,0,85.0,1,0
21760,2,0,1,1,0,0,0,117,2018,12,12,1,0,0,0,90.95,1,0
21761,2,0,2,2,0,0,0,222,2018,8,13,1,0,0,0,87.0,1,0
21762,2,0,2,2,0,0,0,115,2018,2,27,0,0,0,0,101.58,1,0
21763,2,0,0,3,0,0,1,118,2018,4,28,1,0,0,0,69.0,2,0
21764,1,0,1,2,0,0,0,14,2017,12,5,0,0,0,0,72.75,1,0
21765,2,0,0,3,0,0,0,204,2017,10,10,0,0,0,0,168.3,0,0
21766,3,0,1,4,0,0,1,39,2018,7,27,1,0,0,0,110.0,1,1
21767,1,0,2,1,0,0,1,1,2018,4,10,3,0,0,0,97.33,0,1
21768,2,0,2,2,0,0,0,123,2018,7,2,1,0,0,0,70.0,0,1
21769,2,0,0,4,0,0,0,162,2017,7,17,1,0,0,0,130.5,0,1
21770,2,1,2,2,0,0,0,155,2018,8,13,1,0,0,0,80.0,2,0
21771,1,0,0,2,0,0,0,151,2018,10,19,0,0,0,0,100.0,0,1
21772,1,0,1,0,0,0,0,14,2017,10,15,0,0,0,0,78.76,0,0
21773,2,0,2,5,0,0,0,147,2018,7,11,1,0,0,0,296.0,1,0
21774,2,0,0,4,0,0,5,16,2018,5,21,1,0,0,0,131.4,1,0
21775,2,0,0,1,0,0,1,103,2018,8,21,1,0,0,0,117.0,1,0
21776,2,0,1,4,0,0,1,21,2017,10,31,1,0,0,0,132.6,1,0
21777,2,0,0,4,0,0,1,103,2018,5,1,1,0,0,0,144.0,0,1
21778,2,0,0,3,0,0,0,98,2018,5,3,0,0,0,0,125.0,0,0
21779,3,0,0,3,0,0,1,12,2017,10,29,1,0,0,0,108.0,1,0
21780,2,0,0,2,0,0,0,37,2017,10,14,0,0,0,0,86.36,0,0
21781,2,0,1,2,0,0,0,86,2018,7,1,0,0,0,0,69.53,0,0
21782,2,1,1,4,0,0,1,79,2018,10,31,1,0,0,0,67.83,2,0
21783,2,0,1,3,0,0,0,73,2018,11,24,0,0,0,0,136.0,0,0
21784,3,0,0,3,0,0,1,157,2018,12,8,1,0,0,0,90.95,0,1
21785,2,0,2,4,0,0,0,179,2018,8,23,1,0,0,0,101.5,1,0
21786,2,0,0,2,2,0,0,39,2017,10,14,0,0,0,0,67.0,0,0
21787,2,0,1,0,0,0,0,263,2017,9,21,1,0,0,0,105.3,0,1
21788,2,0,1,3,0,0,0,217,2018,8,5,1,0,0,0,65.0,0,1
21789,2,0,1,2,0,0,0,68,2017,9,29,0,0,0,0,62.0,0,0
21790,2,0,0,1,0,0,1,97,2017,11,22,0,0,0,0,85.0,1,0
21791,2,0,0,2,1,0,0,30,2018,6,2,0,0,0,0,108.0,0,0
21792,2,0,0,3,2,0,0,72,2017,9,21,0,0,0,0,100.3,0,0
21793,2,0,2,5,0,0,0,299,2018,9,6,1,0,0,0,187.0,0,1
21794,3,0,2,1,0,0,1,20,2018,6,26,1,0,0,0,144.0,0,0
21795,1,0,0,2,0,0,1,4,2018,5,27,0,0,0,0,130.9,0,0
21796,2,0,1,5,0,0,1,60,2018,9,5,1,0,0,0,99.45,0,1
21797,2,0,2,2,0,0,0,100,2018,4,17,1,0,0,0,64.64,2,0
21798,2,0,2,1,0,0,0,79,2018,1,30,1,0,0,0,103.5,0,0
21799,1,0,1,0,1,0,0,101,2018,7,11,1,0,0,0,105.4,0,1
21800,3,0,0,3,0,0,0,148,2018,5,4,0,0,0,0,96.9,0,0
21801,3,0,2,5,0,0,0,132,2018,5,22,0,0,0,0,60.0,0,0
21802,2,0,2,2,0,0,1,46,2017,11,6,0,0,0,0,79.56,1,0
21803,1,1,1,4,1,0,0,68,2018,4,14,0,0,0,0,109.83,0,1
21804,2,2,0,1,0,0,2,77,2018,8,22,1,0,0,0,231.0,2,0
21805,2,2,0,1,0,0,3,5,2018,8,14,1,0,0,0,95.0,1,0
21806,2,0,0,3,0,0,0,267,2018,9,30,0,0,0,0,152.15,0,1
21807,2,0,0,4,2,0,0,84,2018,9,16,1,0,0,0,89.25,3,0
21808,2,0,2,2,1,0,0,153,2018,7,17,1,0,0,0,85.0,0,1
21809,2,0,1,1,0,0,0,122,2018,4,15,0,0,0,0,131.4,0,1
21810,2,0,1,1,0,0,1,94,2018,8,8,1,0,0,0,159.3,0,1
21811,3,0,0,4,0,0,0,111,2018,8,14,1,0,0,0,94.0,0,1
21812,2,1,1,2,0,0,1,8,2018,4,22,1,0,0,0,210.0,0,0
21813,2,0,0,2,0,0,1,2,2018,9,15,1,0,0,0,196.0,1,0
21814,2,1,0,2,2,0,0,18,2018,6,15,1,0,0,0,90.95,2,0
21815,2,0,2,2,0,0,0,222,2018,8,28,1,0,0,0,132.6,0,1
21816,2,0,2,5,0,0,1,109,2018,5,7,1,0,0,0,66.0,0,1
21817,1,0,1,0,0,0,0,1,2018,2,29,0,0,0,0,117.9,0,0
21818,2,0,0,3,0,0,0,182,2018,9,21,1,0,0,0,126.9,1,1
21819,2,0,0,3,0,0,0,104,2018,5,11,1,0,0,0,104.76,0,0
21820,1,0,1,4,1,0,0,67,2018,9,5,1,0,0,0,93.3,1,0
21821,2,0,1,2,0,0,0,228,2018,10,4,1,0,0,0,80.75,1,0
21822,2,0,2,2,0,0,0,110,2018,5,23,0,0,0,0,126.0,0,1
21823,3,0,0,2,0,0,1,8,2018,4,15,1,0,0,0,157.5,1,0
21824,2,0,0,3,0,0,1,44,2018,8,31,1,0,0,0,137.34,0,0
21825,2,0,2,5,0,0,0,165,2018,8,29,1,0,0,0,95.1,0,1
21826,2,0,1,1,1,0,0,155,2018,6,28,1,0,0,0,90.0,0,1
21827,1,0,0,3,0,0,0,1,2018,6,21,0,0,0,0,126.9,0,0
21828,2,0,0,2,0,0,0,163,2018,9,9,1,0,0,0,124.0,2,0
21829,2,0,1,2,0,0,1,56,2018,3,21,1,0,0,0,60.0,0,1
21830,2,1,0,3,0,0,1,59,2017,11,19,0,0,0,0,85.67,0,0
21831,2,0,1,2,0,0,0,73,2017,11,25,0,0,0,0,130.05,0,0
21832,3,0,0,4,0,0,1,156,2018,8,23,1,0,0,0,132.3,0,1
21833,2,0,1,3,0,0,1,83,2018,10,2,1,0,0,0,121.5,0,1
21834,2,1,0,2,0,0,0,156,2018,8,13,1,0,0,0,119.0,2,1
21835,1,0,0,1,0,0,0,5,2018,6,14,0,0,0,0,95.2,0,0
21836,2,1,2,1,0,0,0,107,2018,4,24,1,0,0,0,109.65,1,0
21837,2,0,0,2,1,0,0,174,2018,9,9,1,0,0,0,131.13,0,1
21838,3,0,2,2,0,0,1,94,2018,7,17,1,0,0,0,0.0,1,0
21839,2,2,0,1,0,0,3,3,2018,4,6,1,0,0,0,121.5,0,0
21840,2,1,2,1,0,0,0,156,2018,8,7,1,0,0,0,100.3,0,1
21841,2,0,2,3,0,0,0,254,2018,9,29,1,0,0,0,68.0,0,1
21842,2,0,2,5,0,0,0,106,2017,7,21,0,0,0,0,85.0,0,0
21843,2,0,2,3,0,0,0,38,2018,3,12,0,0,0,0,116.33,0,0
21844,2,0,0,3,0,0,0,276,2018,9,22,0,0,0,0,96.3,1,1
21845,2,0,0,2,0,0,0,128,2018,6,26,1,0,0,0,90.95,1,0
21846,2,0,2,5,0,0,0,210,2018,8,20,1,0,0,0,126.9,1,0
21847,2,0,0,1,0,0,1,93,2018,6,21,1,0,0,0,98.94,0,0
21848,3,0,1,1,0,0,1,39,2018,2,8,0,0,0,0,100.0,1,0
21849,2,0,1,1,0,0,0,78,2018,5,25,0,0,0,0,159.3,0,1
21850,3,0,0,3,0,0,1,58,2018,5,18,1,0,0,0,156.0,0,1
21851,2,0,0,2,0,0,1,28,2018,5,13,1,0,0,0,109.0,0,0
21852,2,1,0,1,1,0,0,14,2018,8,17,1,0,0,0,90.95,2,1
21853,2,0,1,3,0,0,0,210,2018,8,15,1,0,0,0,99.45,1,0
21854,2,0,2,3,0,0,0,139,2018,5,12,1,0,0,0,117.1,0,0
21855,2,0,2,4,2,1,0,83,2018,5,1,0,0,0,0,65.0,0,0
21856,2,0,1,2,0,0,0,81,2018,2,19,0,0,0,0,85.5,0,1
21857,2,0,0,3,1,0,0,174,2018,6,27,1,0,0,0,146.0,1,1
21858,3,0,0,2,0,0,1,7,2018,4,13,1,0,0,0,152.1,1,0
21859,2,1,0,4,0,0,0,61,2018,8,20,1,0,0,0,177.33,1,1
21860,1,0,0,3,0,0,0,34,2017,9,23,1,0,0,0,110.0,0,0
21861,2,0,1,3,0,0,0,280,2018,9,19,0,0,0,0,128.7,0,1
21862,3,0,0,3,0,0,0,184,2018,10,16,1,0,0,0,122.4,2,1
21863,2,0,0,1,0,0,4,101,2018,7,11,1,0,0,0,120.0,0,0
21864,1,0,0,2,0,0,0,181,2018,11,11,1,0,0,0,159.3,1,1
21865,3,0,0,2,0,0,1,93,2018,6,3,1,0,0,0,108.9,1,0
21866,2,0,1,3,0,0,0,197,2018,10,8,1,0,0,0,85.0,0,1
21867,1,0,0,4,0,0,0,6,2018,2,12,0,0,0,0,89.25,0,0
21868,2,0,2,8,1,0,0,172,2018,7,30,1,0,0,0,85.0,0,1
21869,2,0,0,3,0,0,0,39,2018,3,13,0,0,0,0,96.25,0,0
21870,2,0,1,0,0,1,2,6,2017,12,7,1,0,0,0,198.9,0,0
21871,3,0,0,2,0,0,3,82,2018,9,16,1,0,0,0,132.3,3,0
21872,2,0,2,5,0,0,1,129,2018,10,15,1,0,0,0,114.63,0,1
21873,2,0,2,7,0,0,1,152,2018,8,13,1,0,0,0,83.83,0,1
21874,2,0,2,2,0,0,2,153,2018,6,29,1,0,0,0,111.35,1,1
21875,2,0,1,5,0,0,1,129,2018,5,30,1,0,0,0,70.0,3,0
21876,2,0,0,4,0,0,0,180,2017,8,16,0,0,0,0,55.0,0,1
21877,2,0,2,3,0,0,0,13,2018,3,20,0,0,0,0,137.7,1,0
21878,3,0,0,2,0,0,1,103,2018,4,22,1,0,0,0,75.0,0,1
21879,1,0,2,2,0,0,0,117,2018,6,1,0,0,0,0,105.5,0,1
21880,2,0,2,1,0,0,2,47,2017,11,5,1,0,0,0,118.8,0,1
21881,2,0,1,3,0,0,0,121,2018,9,7,1,0,0,0,153.0,0,1
21882,2,2,0,1,0,0,3,11,2018,10,11,1,0,0,0,63.75,0,0
21883,2,0,1,4,0,0,0,63,2017,8,7,0,0,0,0,149.4,0,1
21884,2,0,2,1,0,0,1,53,2018,9,18,1,0,0,0,135.0,0,0
21885,2,1,0,4,0,0,0,74,2018,10,4,1,0,0,0,75.0,2,0
21886,2,0,1,3,0,0,0,78,2018,12,17,0,0,0,0,115.0,0,0
21887,1,0,0,2,0,0,0,103,2018,4,9,0,0,0,0,118.8,0,1
21888,2,0,0,4,0,0,0,106,2018,10,18,1,0,0,0,75.0,2,1
21889,2,0,2,3,0,0,0,44,2018,2,27,0,0,0,0,110.0,0,0
21890,1,0,3,4,0,0,0,24,2018,5,29,2,0,0,0,105.3,0,0
21891,2,0,1,1,0,0,0,188,2018,7,13,1,0,0,0,72.76,1,1
21892,2,0,2,1,0,0,0,40,2017,10,26,0,0,0,0,170.0,0,0
21893,2,0,0,2,0,0,1,5,2018,10,7,1,0,0,0,0.0,2,0
21894,2,0,0,0,0,0,0,228,2018,6,4,1,0,0,0,70.0,0,1
21895,2,0,1,1,0,0,0,40,2017,10,18,0,0,0,0,137.0,1,0
21896,2,0,0,5,0,0,0,230,2018,5,6,1,0,0,0,70.0,0,1
21897,1,0,0,2,0,0,0,1,2018,1,28,0,0,0,0,99.45,0,0
21898,2,0,2,5,0,0,0,178,2018,8,24,1,0,0,0,221.0,1,0
21899,2,2,0,4,2,0,3,28,2018,4,12,1,0,0,0,159.3,0,1
21900,3,0,0,1,0,0,1,53,2018,6,11,1,0,0,0,139.5,0,1
21901,2,0,0,3,0,0,1,54,2018,10,31,1,0,0,0,126.9,0,1
21902,2,0,1,3,0,0,1,164,2018,9,4,1,0,0,0,107.95,1,1
21903,2,0,1,4,0,0,1,82,2018,4,18,1,0,0,0,81.76,1,0
21904,2,0,0,1,0,0,2,0,2018,8,22,1,0,0,0,130.0,0,0
21905,2,0,0,2,0,0,0,6,2018,11,5,0,0,0,0,80.0,0,0
21906,1,0,0,4,0,0,0,335,2018,10,13,0,0,0,0,80.0,0,0
21907,1,0,1,2,0,0,0,99,2018,2,12,2,0,0,0,60.0,0,1
21908,2,0,0,2,0,0,1,66,2017,11,20,0,0,0,0,300.0,1,0
21909,2,0,2,3,2,0,0,151,2018,7,3,0,0,0,0,113.7,0,1
21910,2,0,1,3,1,0,0,134,2018,10,26,1,0,0,0,119.0,1,0
21911,3,0,2,3,0,0,1,134,2018,12,24,1,0,0,0,137.7,2,1
21912,3,0,0,1,0,0,1,132,2018,8,3,1,0,0,0,90.95,2,0
21913,2,0,0,2,0,0,0,179,2018,7,27,1,0,0,0,90.0,0,1
21914,2,0,1,3,0,0,0,114,2018,5,2,0,0,0,0,81.9,0,1
21915,1,0,0,2,0,0,0,85,2018,4,1,1,0,0,0,224.67,0,0
21916,2,0,0,3,2,0,0,34,2018,9,17,1,0,0,0,110.0,1,1
21917,2,0,0,3,0,0,0,270,2018,4,20,1,0,0,0,149.33,1,1
21918,2,0,2,4,0,0,1,6,2018,11,9,1,0,0,0,71.0,1,0
21919,2,0,0,3,0,0,0,150,2018,1,16,0,0,0,0,80.0,1,0
21920,2,0,2,2,0,0,0,161,2018,4,30,0,0,0,0,98.0,0,0
21921,2,0,0,3,2,0,1,71,2018,6,10,0,0,0,0,75.0,0,0
21922,2,0,1,2,0,0,0,48,2018,10,31,0,0,0,0,134.45,0,0
21923,3,0,0,4,0,0,1,159,2018,8,19,1,0,0,0,130.96,0,1
21924,3,0,1,3,0,0,1,57,2018,10,31,1,0,0,0,107.95,2,0
21925,2,0,1,4,0,0,1,141,2018,7,1,1,0,0,0,195.5,2,0
21926,2,1,0,2,0,1,0,7,2018,8,15,1,0,0,0,85.5,2,0
21927,2,0,1,1,0,0,0,50,2018,6,27,0,0,0,0,85.0,0,1
21928,1,0,0,4,0,0,1,23,2018,3,2,0,0,0,0,89.25,1,0
21929,2,0,0,1,0,0,0,147,2017,9,9,1,0,0,0,85.5,0,1
21930,2,0,0,4,1,0,0,196,2018,10,26,1,0,0,0,100.0,0,1
21931,2,0,0,2,0,0,0,177,2018,6,3,1,0,0,0,197.0,0,1
21932,3,0,0,1,0,0,1,0,2018,7,27,1,0,0,0,122.4,2,0
21933,3,0,1,3,0,0,1,53,2018,6,20,0,0,0,0,93.8,0,0
21934,2,1,0,1,0,0,1,13,2018,3,1,0,0,0,0,121.55,0,0
21935,2,0,2,3,0,0,0,156,2018,7,16,1,0,0,0,63.75,1,1
21936,2,0,2,4,1,0,0,60,2018,3,5,1,0,0,0,90.95,0,1
21937,2,0,2,3,0,0,1,127,2018,6,26,0,0,0,0,70.0,1,0
21938,2,0,0,1,0,0,0,159,2018,2,13,0,0,0,0,75.0,1,0
21939,1,0,0,3,0,0,1,17,2018,3,1,2,0,0,0,62.32,0,0
21940,2,0,1,3,0,0,1,63,2018,4,4,1,0,0,0,130.0,2,0
21941,2,0,2,5,0,0,2,107,2018,6,20,0,0,0,0,94.5,1,0
21942,2,0,0,1,1,0,0,160,2018,7,27,1,0,0,0,80.75,0,1
21943,2,0,0,4,1,0,0,188,2018,8,26,1,0,0,0,197.0,1,1
21944,3,0,1,1,0,0,1,12,2018,5,16,1,0,0,0,146.7,2,0
21945,3,0,1,0,0,0,1,54,2018,7,10,1,0,0,0,156.61,2,1
21946,2,0,1,3,0,0,3,124,2018,12,30,1,0,0,0,72.25,1,1
21947,2,0,2,0,0,0,0,100,2017,12,25,1,0,0,0,114.3,1,0
21948,2,0,2,4,0,0,0,100,2018,7,3,1,0,0,0,118.8,0,1
21949,2,0,2,2,0,0,1,147,2018,8,10,1,0,0,0,93.25,0,1
21950,2,1,2,3,0,0,0,80,2017,9,25,0,0,0,0,79.0,1,0
21951,1,0,0,1,0,0,0,55,2018,7,9,2,0,0,0,122.0,0,0
21952,2,0,2,1,2,0,0,89,2018,12,2,1,0,0,0,80.75,3,0
21953,2,0,1,2,0,0,0,214,2018,9,23,0,0,0,0,80.75,1,0
21954,2,0,1,2,0,0,0,214,2018,9,29,0,0,0,0,80.0,2,0
21955,2,0,0,1,0,0,0,221,2018,8,12,0,0,0,0,65.83,0,1
21956,1,0,1,3,0,0,0,60,2017,9,12,1,0,0,0,151.2,2,0
21957,3,0,1,2,0,0,1,75,2018,10,9,1,0,0,0,171.0,0,1
21958,2,1,0,1,0,0,0,38,2018,3,23,1,0,0,0,96.3,1,0
21959,2,0,1,1,0,0,1,202,2018,10,29,1,0,0,0,89.25,1,0
21960,2,0,2,5,0,0,0,73,2017,9,11,1,0,0,0,89.25,2,0
21961,2,0,2,2,0,0,0,164,2018,10,25,1,0,0,0,110.0,1,0
21962,2,0,0,1,0,0,0,119,2018,6,7,0,0,0,0,90.0,0,0
21963,1,0,1,2,0,0,0,5,2018,10,19,0,0,0,0,125.0,0,0
21964,2,0,0,2,2,0,0,86,2018,9,3,1,0,0,0,75.0,0,1
21965,1,0,0,1,0,0,1,1,2017,9,20,0,0,0,0,132.3,1,0
21966,1,0,0,2,0,0,1,47,2018,9,30,1,0,0,0,109.0,1,1
21967,2,1,0,3,0,0,0,15,2018,3,24,1,0,0,0,131.75,2,0
21968,2,0,1,4,0,0,1,5,2017,8,28,1,0,0,0,103.5,0,1
21969,1,0,0,3,1,0,0,131,2018,7,7,1,0,0,0,105.5,1,0
21970,0,2,0,2,0,0,2,47,2017,9,4,1,0,0,0,80.1,1,0
21971,2,0,0,3,1,0,0,160,2018,7,29,1,0,0,0,65.0,1,1
21972,1,0,0,1,0,0,0,0,2018,2,18,2,1,0,5,126.9,0,0
21973,2,0,1,1,0,0,0,109,2018,5,23,1,0,0,0,89.0,2,0
21974,2,0,1,2,0,0,0,301,2018,11,18,0,0,0,0,80.75,0,1
21975,2,0,1,3,0,0,0,130,2018,6,20,0,0,0,0,87.3,0,0
21976,2,0,0,5,0,0,1,57,2018,3,1,1,0,0,0,125.8,0,0
21977,2,0,2,3,0,0,0,142,2018,8,29,1,0,0,0,80.75,1,1
21978,2,0,2,2,0,0,0,81,2018,4,16,0,0,0,0,71.64,0,0
21979,2,0,2,1,0,0,0,271,2018,12,3,1,0,0,0,65.0,1,0
21980,2,0,2,1,0,0,0,99,2017,10,30,1,0,0,0,101.5,0,1
21981,2,0,0,2,0,0,0,257,2017,7,1,0,0,0,0,129.7,0,1
21982,1,0,1,0,0,0,1,39,2018,9,25,1,0,0,0,119.0,0,0
21983,3,0,2,7,0,0,1,109,2018,12,15,1,0,0,0,84.15,1,0
21984,2,0,2,3,0,0,0,120,2018,3,27,1,0,0,0,80.75,0,1
21985,2,0,1,5,0,0,0,88,2018,6,3,0,0,0,0,65.0,0,0
21986,1,0,0,1,0,0,0,0,2018,2,16,2,1,0,6,110.0,0,0
21987,1,0,2,3,0,0,1,6,2018,5,22,2,0,0,0,100.0,0,0
21988,2,1,2,0,0,0,0,11,2018,2,21,1,0,0,0,89.0,1,0
21989,2,0,1,3,0,0,0,305,2018,11,4,0,0,0,0,75.0,0,0
21990,2,0,0,3,0,0,0,104,2017,12,16,0,0,0,0,116.1,0,0
21991,2,0,2,1,1,0,2,208,2018,9,4,1,0,0,0,71.4,0,1
21992,2,0,1,3,0,0,0,60,2017,9,21,0,0,0,0,120.0,0,0
21993,2,0,0,2,0,0,0,86,2017,9,18,2,0,0,0,120.0,0,0
21994,1,0,0,3,0,0,0,71,2018,6,16,0,0,0,0,105.3,0,0
21995,2,0,1,1,0,0,0,188,2018,8,1,1,0,0,0,100.0,0,1
21996,2,1,2,0,0,0,0,18,2018,6,12,2,0,0,0,0.0,1,0
21997,1,0,0,0,0,0,0,37,2018,12,13,4,0,0,0,109.8,0,0
21998,2,0,2,1,0,0,0,200,2018,10,28,1,0,0,0,112.0,2,1
21999,2,0,0,2,0,0,0,48,2018,9,14,0,0,0,0,112.2,0,0
22000,2,1,0,2,0,0,0,57,2018,8,29,1,0,0,0,95.0,3,0
22001,1,0,2,1,0,0,3,23,2017,10,18,1,0,0,0,177.3,0,0
22002,2,2,0,1,0,0,3,57,2018,7,27,1,0,0,0,131.47,2,0
22003,3,0,0,2,0,0,1,141,2018,8,22,1,0,0,0,109.77,0,0
22004,2,0,2,3,0,0,1,189,2018,8,20,1,0,0,0,100.1,2,1
22005,1,0,1,0,0,0,1,39,2018,11,21,1,0,0,0,208.62,1,1
22006,2,2,1,1,0,0,5,44,2018,10,24,1,0,0,0,100.0,2,0
22007,2,0,1,3,0,0,0,100,2018,9,28,0,0,0,0,121.5,0,1
22008,2,1,2,2,0,0,0,112,2018,7,9,1,0,0,0,75.65,1,0
22009,2,0,0,4,1,0,0,174,2018,7,27,0,0,0,0,74.8,2,0
22010,2,0,2,2,1,0,0,89,2018,11,12,1,0,0,0,80.75,1,1
22011,2,0,1,2,0,0,0,87,2018,4,12,0,0,0,0,256.0,0,0
22012,3,0,2,2,0,0,1,1,2018,8,26,1,0,0,0,110.97,0,0
22013,2,0,0,2,0,0,4,106,2018,10,26,2,0,0,0,124.1,0,0
22014,3,0,1,2,0,0,1,53,2018,3,11,1,0,0,0,109.8,2,0
22015,2,0,2,1,0,0,1,202,2018,10,28,1,0,0,0,103.5,0,1
